investor_id,sip_count,first_sip_date,latest_sip_date,total_sip_amount,avg_sip_amount,avg_gap_days,max_gap_days,std_gap_days,is_at_risk,retention_status
INV002142,9,2024-05-01,2025-04-30,118669,13185.44,45.5,162.0,55.63,True,At-Risk
INV002143,8,2024-01-15,2025-04-04,73958,9244.75,63.57,148.0,50.89,True,At-Risk
INV002149,8,2024-05-03,2025-02-23,71024,8878.0,42.29,215.0,77.21,True,At-Risk
INV002150,6,2024-03-14,2025-03-17,57183,9530.5,73.6,216.0,81.05,True,At-Risk
INV002151,9,2024-01-16,2025-05-13,185290,20587.78,60.38,201.0,63.17,True,At-Risk
INV002153,7,2024-03-22,2025-05-03,28131,4018.71,67.83,194.0,80.67,True,At-Risk
INV002154,6,2024-01-26,2025-04-17,42587,7097.83,89.4,175.0,59.53,True,At-Risk
INV002155,6,2024-04-02,2025-04-27,24270,4045.0,78.0,190.0,82.1,True,At-Risk
INV002157,7,2024-02-03,2025-01-19,66010,9430.0,58.5,142.0,49.56,True,At-Risk
INV002159,6,2024-06-18,2025-05-09,57957,9659.5,65.0,104.0,35.53,True,At-Risk
INV002162,9,2024-02-04,2025-05-16,176674,19630.44,58.38,198.0,61.24,True,At-Risk
INV002166,6,2024-01-01,2025-05-11,88421,14736.83,99.2,248.0,89.74,True,At-Risk
INV002171,7,2024-03-08,2025-02-06,55736,7962.29,55.83,150.0,60.72,True,At-Risk
INV002177,7,2024-03-16,2025-05-28,93321,13331.57,73.0,330.0,126.7,True,At-Risk
INV002178,8,2024-02-10,2025-05-20,66309,8288.62,66.43,236.0,84.29,True,At-Risk
INV002179,8,2024-02-10,2025-02-23,77276,9659.5,54.14,171.0,61.86,True,At-Risk
INV002182,7,2024-02-19,2025-04-17,127872,18267.43,70.5,148.0,48.57,True,At-Risk
INV002185,6,2024-03-16,2024-11-13,87101,14516.83,48.4,92.0,41.17,True,At-Risk
INV002186,7,2024-02-05,2025-04-29,110455,15779.29,74.83,167.0,56.09,True,At-Risk
INV002187,7,2024-04-02,2025-05-14,51698,7385.43,67.83,221.0,82.54,True,At-Risk
INV002195,9,2024-03-05,2025-04-03,141661,15740.11,49.25,154.0,50.66,True,At-Risk
INV002196,8,2024-01-02,2025-03-12,123014,15376.75,62.14,115.0,40.94,True,At-Risk
INV002198,9,2024-05-08,2025-04-17,50035,5559.44,43.0,93.0,30.88,True,At-Risk
INV002199,7,2024-02-14,2024-12-15,22813,3259.0,50.83,94.0,34.04,True,At-Risk
INV002202,8,2024-01-13,2025-05-20,16013,2001.62,70.43,276.0,103.27,True,At-Risk
INV002206,7,2024-02-22,2024-12-12,119856,17122.29,49.0,141.0,48.13,True,At-Risk
INV002208,7,2024-01-31,2025-04-03,113907,16272.43,71.33,142.0,49.5,True,At-Risk
INV002211,7,2024-03-28,2025-04-15,75896,10842.29,63.83,109.0,44.5,True,At-Risk
INV002216,8,2024-03-01,2025-05-07,122472,15309.0,61.71,172.0,56.11,True,At-Risk
INV002218,6,2024-03-31,2025-03-05,78519,13086.5,67.8,181.0,68.83,True,At-Risk
INV002219,8,2024-01-04,2025-05-14,41599,5199.88,70.86,166.0,60.22,True,At-Risk
INV002228,6,2024-02-24,2025-02-01,75215,12535.83,68.6,109.0,34.8,True,At-Risk
INV002229,6,2024-04-19,2025-03-08,113731,18955.17,64.6,101.0,26.35,True,At-Risk
INV002230,8,2024-03-18,2025-04-25,170960,21370.0,57.57,171.0,57.51,True,At-Risk
INV002232,7,2024-01-08,2025-02-26,105171,15024.43,69.17,174.0,69.46,True,At-Risk
INV002236,7,2024-01-16,2025-04-02,38246,5463.71,73.67,119.0,44.67,True,At-Risk
INV002237,7,2024-05-17,2025-03-23,61264,8752.0,51.67,142.0,60.43,True,At-Risk
INV002240,7,2024-02-02,2025-05-14,28229,4032.71,77.83,266.0,99.72,True,At-Risk
INV002241,7,2024-04-19,2025-05-18,40838,5834.0,65.67,124.0,46.08,True,At-Risk
INV002251,6,2024-06-24,2025-05-03,140754,23459.0,62.6,157.0,62.35,True,At-Risk
INV002256,6,2024-01-14,2025-01-26,86659,14443.17,75.6,115.0,38.82,True,At-Risk
INV002259,7,2024-04-27,2025-01-24,139276,19896.57,45.33,89.0,36.27,True,At-Risk
INV002260,6,2024-01-25,2025-02-17,43224,7204.0,77.8,235.0,101.24,True,At-Risk
INV002265,7,2024-05-07,2025-05-21,74670,10667.14,63.17,244.0,89.3,True,At-Risk
INV002277,7,2024-03-05,2025-04-13,58558,8365.43,67.33,127.0,49.15,True,At-Risk
INV002280,7,2024-03-15,2025-05-19,48070,6867.14,71.67,182.0,60.62,True,At-Risk
INV002282,6,2024-05-02,2025-01-23,90468,15078.0,53.2,102.0,36.35,True,At-Risk
INV002284,6,2024-02-13,2025-04-13,113616,18936.0,85.0,277.0,110.07,True,At-Risk
INV002290,6,2024-04-28,2025-03-02,49049,8174.83,61.6,112.0,46.72,True,At-Risk
INV002294,8,2024-04-01,2025-03-08,93669,11708.62,48.71,163.0,54.92,True,At-Risk
INV002295,7,2024-02-10,2025-03-03,97348,13906.86,64.5,159.0,51.6,True,At-Risk
INV002298,6,2024-09-30,2025-01-24,79273,13212.17,23.2,37.0,14.06,False,Healthy Cadence
INV002304,10,2024-03-28,2025-04-15,88837,8883.7,42.56,104.0,27.76,True,At-Risk
INV002315,7,2024-03-01,2025-05-06,71574,10224.86,71.83,174.0,76.24,True,At-Risk
INV002319,7,2024-01-19,2025-01-13,77278,11039.71,60.0,123.0,45.64,True,At-Risk
INV002322,6,2024-05-28,2025-04-10,54669,9111.5,63.4,102.0,40.61,True,At-Risk
INV002327,6,2024-01-27,2025-02-12,17936,2989.33,76.4,215.0,80.99,True,At-Risk
INV002329,7,2024-01-06,2024-12-13,94661,13523.0,57.0,183.0,66.21,True,At-Risk
INV002342,6,2024-04-13,2025-04-19,43134,7189.0,74.2,212.0,78.02,True,At-Risk
INV002343,9,2024-01-04,2025-04-10,97388,10820.89,57.75,115.0,39.71,True,At-Risk
INV002347,9,2024-06-10,2025-04-30,30517,3390.78,40.5,79.0,25.99,True,At-Risk
INV002348,6,2024-01-30,2025-05-16,43335,7222.5,94.4,166.0,59.82,True,At-Risk
INV002349,6,2024-04-08,2024-12-25,31786,5297.67,52.2,75.0,25.78,True,At-Risk
INV002351,6,2024-03-13,2025-04-03,66039,11006.5,77.2,204.0,71.48,True,At-Risk
INV002357,7,2024-01-03,2025-02-16,77648,11092.57,68.33,240.0,87.07,True,At-Risk
INV002360,9,2024-03-05,2025-05-28,147868,16429.78,56.12,129.0,46.27,True,At-Risk
INV002361,6,2024-01-08,2024-10-11,123135,20522.5,55.4,198.0,81.83,True,At-Risk
INV002367,7,2024-05-11,2025-03-22,52309,7472.71,52.5,134.0,59.8,True,At-Risk
INV002368,7,2024-04-06,2025-04-08,36706,5243.71,61.17,215.0,77.99,True,At-Risk
INV002369,6,2024-04-02,2025-01-27,142348,23724.67,60.0,136.0,50.66,True,At-Risk
INV002370,7,2024-03-10,2025-05-05,89876,12839.43,70.17,237.0,83.43,True,At-Risk
INV002372,6,2024-01-26,2025-05-16,55170,9195.0,95.2,133.0,31.08,True,At-Risk
INV002373,8,2024-01-19,2025-05-24,177377,22172.12,70.14,154.0,57.91,True,At-Risk
INV002374,6,2024-10-21,2025-02-04,87120,14520.0,21.2,34.0,12.36,False,Healthy Cadence
INV002384,10,2024-06-05,2025-05-23,107297,10729.7,39.11,92.0,31.58,True,At-Risk
INV002388,6,2024-11-27,2025-05-12,109517,18252.83,33.2,84.0,29.69,False,Healthy Cadence
INV002389,10,2024-02-06,2025-05-08,37401,3740.1,50.78,126.0,47.94,True,At-Risk
INV002390,6,2024-03-20,2024-11-10,90741,15123.5,47.0,100.0,30.22,True,At-Risk
INV002391,6,2024-05-05,2024-11-22,59250,9875.0,40.2,124.0,49.71,True,At-Risk
INV002395,6,2024-01-17,2025-05-16,58610,9768.33,97.0,225.0,84.41,True,At-Risk
INV002400,9,2024-01-04,2025-03-22,37008,4112.0,55.38,141.0,44.37,True,At-Risk
INV002401,8,2024-01-12,2025-03-01,30941,3867.62,59.14,125.0,40.77,True,At-Risk
INV002402,7,2024-08-17,2025-05-27,91623,13089.0,47.17,89.0,32.42,True,At-Risk
INV002407,7,2024-08-02,2025-05-16,68991,9855.86,47.83,167.0,60.01,True,At-Risk
INV002409,8,2024-05-04,2025-05-28,88823,11102.88,55.57,125.0,44.52,True,At-Risk
INV002413,8,2024-05-24,2025-05-30,63974,7996.75,53.0,189.0,64.28,True,At-Risk
INV002415,8,2024-03-14,2025-04-20,96841,12105.12,57.43,110.0,43.13,True,At-Risk
INV002417,7,2024-01-03,2025-05-17,126729,18104.14,83.33,190.0,84.1,True,At-Risk
INV002418,6,2024-01-30,2025-05-02,34952,5825.33,91.6,128.0,49.26,True,At-Risk
INV002420,6,2024-01-15,2025-01-13,54588,9098.0,72.8,107.0,33.23,True,At-Risk
INV002422,10,2024-01-25,2025-04-22,78015,7801.5,50.33,139.0,45.98,True,At-Risk
INV002429,6,2024-02-16,2025-03-15,95082,15847.0,78.6,216.0,89.97,True,At-Risk
INV002434,6,2024-01-13,2025-03-29,38421,6403.5,88.2,217.0,82.45,True,At-Risk
INV002437,7,2024-04-25,2025-02-14,180355,25765.0,49.17,212.0,80.95,True,At-Risk
INV002445,8,2024-02-24,2024-11-17,93265,11658.12,38.14,117.0,37.81,True,At-Risk
INV002453,7,2024-03-14,2025-03-27,76815,10973.57,63.0,87.0,14.9,True,At-Risk
INV002458,6,2024-04-20,2025-04-17,80628,13438.0,72.4,232.0,94.01,True,At-Risk
INV002459,8,2024-02-03,2025-02-13,40242,5030.25,53.71,161.0,53.34,True,At-Risk
INV002463,6,2024-02-07,2025-05-29,43792,7298.67,95.4,236.0,101.05,True,At-Risk
INV002464,6,2024-02-21,2024-08-16,50372,8395.33,35.4,97.0,36.03,True,At-Risk
INV002466,7,2024-01-30,2025-05-28,96619,13802.71,80.67,270.0,96.78,True,At-Risk
INV002467,8,2024-01-03,2024-10-01,200058,25007.25,38.86,116.0,38.58,True,At-Risk
INV002471,6,2024-01-07,2024-10-15,65355,10892.5,56.4,98.0,41.98,True,At-Risk
INV002475,10,2024-03-06,2025-05-27,65140,6514.0,49.67,119.0,37.0,True,At-Risk
INV002476,6,2024-01-19,2025-03-24,74851,12475.17,86.0,235.0,87.8,True,At-Risk
INV002485,6,2024-03-25,2025-03-12,58588,9764.67,70.4,136.0,47.34,True,At-Risk
INV002490,8,2024-01-09,2025-05-13,221876,27734.5,70.0,125.0,39.28,True,At-Risk
INV002495,6,2024-01-04,2025-02-18,64609,10768.17,82.2,174.0,76.63,True,At-Risk
INV002496,6,2024-08-09,2025-05-01,28341,4723.5,53.0,156.0,59.3,True,At-Risk
INV002497,8,2024-01-13,2025-04-28,105613,13201.62,67.29,152.0,48.12,True,At-Risk
INV002508,9,2024-04-06,2025-05-24,128547,14283.0,51.62,171.0,60.35,True,At-Risk
INV002509,10,2024-02-07,2024-12-06,117779,11777.9,33.67,74.0,23.82,False,Healthy Cadence
INV002510,7,2024-01-10,2025-01-30,83001,11857.29,64.33,176.0,70.48,True,At-Risk
INV002521,6,2024-04-27,2025-05-05,46638,7773.0,74.6,206.0,84.38,True,At-Risk
INV002527,7,2024-01-18,2024-11-11,9444,1349.14,49.67,93.0,33.76,True,At-Risk
INV002530,8,2024-01-05,2025-05-19,74111,9263.88,71.43,175.0,61.94,True,At-Risk
INV002531,7,2024-02-01,2025-05-04,30854,4407.71,76.33,182.0,61.85,True,At-Risk
INV002543,7,2024-02-05,2025-04-28,90368,12909.71,74.67,116.0,33.66,True,At-Risk
INV002547,6,2024-02-04,2025-04-24,19927,3321.17,89.0,181.0,60.91,True,At-Risk
INV002552,10,2024-01-10,2025-03-19,117496,11749.6,48.22,184.0,54.87,True,At-Risk
INV002554,7,2024-01-04,2024-10-28,51011,7287.29,49.67,100.0,39.84,True,At-Risk
INV002555,7,2024-01-30,2025-04-06,87655,12522.14,72.0,172.0,60.45,True,At-Risk
INV002557,7,2024-03-30,2025-05-07,32589,4655.57,67.17,264.0,100.49,True,At-Risk
INV002558,6,2024-01-23,2025-05-25,52002,8667.0,97.6,297.0,114.6,True,At-Risk
INV002560,6,2024-01-02,2025-04-22,25934,4322.33,95.2,155.0,58.44,True,At-Risk
INV002563,6,2024-01-27,2024-12-21,18179,3029.83,65.8,114.0,37.18,True,At-Risk
INV002567,6,2024-01-05,2025-02-18,51780,8630.0,82.0,127.0,41.3,True,At-Risk
INV002568,8,2024-03-02,2025-05-07,138384,17298.0,61.57,144.0,47.39,True,At-Risk
INV002570,7,2024-02-14,2025-02-20,26296,3756.57,62.0,150.0,49.88,True,At-Risk
INV002572,8,2024-04-24,2025-05-19,126760,15845.0,55.71,108.0,39.15,True,At-Risk
INV002574,6,2024-01-31,2025-03-03,98204,16367.33,79.4,139.0,60.06,True,At-Risk
INV002575,9,2024-02-18,2025-05-12,155419,17268.78,56.12,128.0,46.3,True,At-Risk
INV002579,6,2024-08-14,2025-03-06,136656,22776.0,40.8,71.0,27.82,True,At-Risk
INV002582,6,2024-02-01,2025-02-22,18333,3055.5,77.4,173.0,55.2,True,At-Risk
INV002585,6,2024-03-29,2025-02-17,46894,7815.67,65.0,124.0,35.81,True,At-Risk
INV002586,6,2024-03-13,2025-05-23,73304,12217.33,87.2,168.0,66.53,True,At-Risk
INV002590,10,2024-01-28,2025-04-24,151056,15105.6,50.22,125.0,36.73,True,At-Risk
INV002591,6,2024-06-19,2025-03-07,29695,4949.17,52.2,139.0,48.81,True,At-Risk
INV002594,6,2024-02-07,2025-05-22,98891,16481.83,94.0,244.0,105.61,True,At-Risk
INV002598,9,2024-02-21,2025-04-07,121198,13466.44,51.38,179.0,56.56,True,At-Risk
INV002602,8,2024-02-10,2025-05-17,95414,11926.75,66.0,151.0,46.53,True,At-Risk
INV002606,6,2024-03-02,2025-05-24,73666,12277.67,89.6,248.0,98.04,True,At-Risk
INV002613,8,2024-02-16,2025-05-16,23849,2981.12,65.0,143.0,46.64,True,At-Risk
INV002622,7,2024-01-29,2025-05-03,64167,9166.71,76.67,244.0,83.97,True,At-Risk
INV002627,6,2024-03-23,2025-05-22,40609,6768.17,85.0,182.0,82.74,True,At-Risk
INV002628,6,2024-02-01,2025-02-20,42616,7102.67,77.0,322.0,137.32,True,At-Risk
INV002632,8,2024-01-26,2025-04-29,70430,8803.75,65.57,180.0,68.63,True,At-Risk
INV002640,7,2024-01-29,2025-03-24,66928,9561.14,70.0,153.0,52.96,True,At-Risk
INV002643,6,2024-02-03,2025-02-08,32343,5390.5,74.2,229.0,87.78,True,At-Risk
INV002645,7,2024-03-16,2024-12-12,89681,12811.57,45.17,133.0,46.89,True,At-Risk
INV002654,8,2024-02-05,2025-04-13,97131,12141.38,61.86,115.0,44.96,True,At-Risk
INV002659,7,2024-03-17,2025-03-26,96575,13796.43,62.33,224.0,82.79,True,At-Risk
INV002666,7,2024-06-06,2025-04-21,50807,7258.14,53.17,100.0,39.38,True,At-Risk
INV002671,7,2024-02-10,2025-05-18,121426,17346.57,77.17,163.0,59.05,True,At-Risk
INV002673,8,2024-02-21,2025-05-21,205287,25660.88,65.0,147.0,49.5,True,At-Risk
INV002674,6,2024-02-06,2025-02-19,109896,18316.0,75.8,153.0,55.05,True,At-Risk
INV002675,8,2024-02-05,2025-04-27,104247,13030.88,63.86,138.0,41.97,True,At-Risk
INV002681,7,2024-01-13,2025-05-29,77813,11116.14,83.67,161.0,65.82,True,At-Risk
INV002684,6,2024-01-28,2025-03-06,81047,13507.83,80.6,266.0,113.73,True,At-Risk
INV002688,9,2024-06-25,2025-04-17,127567,14174.11,37.0,122.0,38.12,True,At-Risk
INV002689,8,2024-03-10,2025-02-23,78790,9848.75,50.0,115.0,40.54,True,At-Risk
INV002693,7,2024-06-06,2025-03-08,166843,23834.71,45.83,72.0,16.73,True,At-Risk
INV002697,7,2024-01-20,2024-12-17,61207,8743.86,55.33,199.0,73.24,True,At-Risk
INV002700,7,2024-01-10,2025-05-03,40488,5784.0,79.83,140.0,40.55,True,At-Risk
INV002704,8,2024-03-19,2025-05-07,75458,9432.25,59.14,139.0,50.0,True,At-Risk
INV002705,8,2024-04-11,2024-09-16,53493,6686.62,22.57,70.0,21.03,False,Healthy Cadence
INV002706,6,2024-03-26,2025-03-29,69684,11614.0,73.6,133.0,47.3,True,At-Risk
INV002711,8,2024-01-26,2025-04-29,73628,9203.5,65.57,230.0,75.53,True,At-Risk
INV002712,11,2024-02-06,2025-05-19,102129,9284.45,46.8,174.0,51.55,True,At-Risk
INV002722,6,2024-06-08,2025-04-11,36876,6146.0,61.4,178.0,76.43,True,At-Risk
INV002723,9,2024-07-31,2025-05-29,44585,4953.89,37.75,102.0,34.6,True,At-Risk
INV002724,6,2024-02-15,2025-03-04,94701,15783.5,76.6,187.0,73.28,True,At-Risk
INV002726,8,2024-06-18,2025-05-03,41222,5152.75,45.57,84.0,31.05,True,At-Risk
INV002732,8,2024-01-07,2025-05-16,96854,12106.75,70.71,151.0,51.8,True,At-Risk
INV002733,8,2024-05-25,2025-05-21,56424,7053.0,51.57,150.0,67.81,True,At-Risk
INV002735,7,2024-03-23,2025-05-06,88635,12662.14,68.17,136.0,39.88,True,At-Risk
INV002736,6,2024-01-17,2025-01-04,64757,10792.83,70.6,323.0,141.2,True,At-Risk
INV002737,8,2024-03-30,2025-05-13,102279,12784.88,58.43,104.0,35.69,True,At-Risk
INV002743,6,2024-03-14,2025-05-29,40865,6810.83,88.2,190.0,72.2,True,At-Risk
INV002744,10,2024-01-31,2025-05-21,64967,6496.7,52.89,139.0,42.45,True,At-Risk
INV002746,8,2024-01-14,2025-05-04,48769,6096.12,68.0,206.0,74.04,True,At-Risk
INV002750,6,2024-03-17,2025-03-14,54778,9129.67,72.4,254.0,105.11,True,At-Risk
INV002751,7,2024-05-15,2025-01-19,95314,13616.29,41.5,102.0,36.03,True,At-Risk
INV002758,6,2024-03-17,2025-04-26,100322,16720.33,81.0,263.0,104.31,True,At-Risk
INV002761,6,2024-03-01,2025-04-08,61101,10183.5,80.6,312.0,130.96,True,At-Risk
INV002766,6,2024-05-21,2025-05-09,73612,12268.67,70.6,151.0,71.29,True,At-Risk
INV002767,7,2024-06-14,2025-05-12,54936,7848.0,55.33,145.0,53.06,True,At-Risk
INV002769,7,2024-01-23,2025-05-29,149870,21410.0,82.0,141.0,40.28,True,At-Risk
INV002772,7,2024-01-09,2025-03-31,59984,8569.14,74.5,168.0,62.18,True,At-Risk
INV002779,6,2024-06-24,2025-05-11,120653,20108.83,64.2,151.0,55.78,True,At-Risk
INV002783,7,2024-05-05,2025-05-24,63570,9081.43,64.0,126.0,41.1,True,At-Risk
INV002786,7,2024-01-12,2025-04-14,94391,13484.43,76.33,124.0,47.75,True,At-Risk
INV002793,7,2024-05-30,2025-05-21,73091,10441.57,59.33,125.0,48.36,True,At-Risk
INV002794,7,2024-02-12,2025-01-14,62084,8869.14,56.17,111.0,37.11,True,At-Risk
INV002799,6,2024-01-27,2025-01-15,77732,12955.33,70.8,129.0,47.75,True,At-Risk
INV002800,7,2024-03-12,2025-03-28,92767,13252.43,63.5,108.0,33.57,True,At-Risk
INV002803,7,2024-02-16,2025-03-11,32936,4705.14,64.83,176.0,60.21,True,At-Risk
INV002804,8,2024-03-27,2025-05-20,50641,6330.12,59.86,209.0,70.96,True,At-Risk
INV002808,7,2024-05-04,2025-04-27,114782,16397.43,59.67,120.0,47.66,True,At-Risk
INV002809,6,2024-03-23,2025-05-04,27992,4665.33,81.4,276.0,114.14,True,At-Risk
INV002810,8,2024-06-26,2025-02-07,198382,24797.75,32.29,139.0,47.33,False,Healthy Cadence
INV002813,7,2024-04-30,2025-02-18,58938,8419.71,49.0,149.0,50.24,True,At-Risk
INV002822,7,2024-07-02,2025-05-16,79723,11389.0,53.0,108.0,36.83,True,At-Risk
INV002824,7,2024-02-25,2025-05-01,129424,18489.14,71.83,223.0,77.5,True,At-Risk
INV002826,6,2024-01-20,2024-11-23,16841,2806.83,61.6,91.0,31.86,True,At-Risk
INV002827,6,2024-02-15,2025-02-17,31630,5271.67,73.6,200.0,73.22,True,At-Risk
INV002828,6,2024-02-22,2025-03-28,24496,4082.67,80.0,211.0,77.63,True,At-Risk
INV002831,6,2024-05-28,2024-12-15,41114,6852.33,40.2,72.0,26.58,True,At-Risk
INV002835,7,2024-01-06,2025-05-14,66597,9513.86,82.33,233.0,88.12,True,At-Risk
INV002838,8,2024-03-28,2025-04-29,85390,10673.75,56.71,116.0,43.59,True,At-Risk
INV002841,6,2024-09-09,2025-04-14,66169,11028.17,43.4,102.0,43.17,True,At-Risk
INV002843,8,2024-07-18,2025-05-16,39772,4971.5,43.14,128.0,41.95,True,At-Risk
INV002847,10,2024-01-03,2025-04-21,54971,5497.1,52.67,129.0,44.89,True,At-Risk
INV002850,7,2024-04-13,2025-02-26,60216,8602.29,53.17,166.0,58.82,True,At-Risk
INV002852,6,2024-03-09,2025-03-23,72731,12121.83,75.8,207.0,81.37,True,At-Risk
INV002859,7,2024-02-15,2025-05-19,102010,14572.86,76.5,198.0,71.39,True,At-Risk
INV002863,6,2024-01-15,2025-01-21,64141,10690.17,74.4,199.0,71.26,True,At-Risk
INV002865,6,2024-04-21,2024-10-24,101007,16834.5,37.2,50.0,11.65,True,At-Risk
INV002870,6,2024-01-18,2024-09-15,46965,7827.5,48.2,109.0,45.0,True,At-Risk
INV002872,6,2024-03-19,2025-05-21,46749,7791.5,85.6,199.0,75.79,True,At-Risk
INV002873,6,2024-01-18,2025-05-23,103488,17248.0,98.2,235.0,86.25,True,At-Risk
INV002879,7,2024-03-20,2025-05-27,67219,9602.71,72.17,125.0,47.63,True,At-Risk
INV002881,6,2024-04-08,2024-11-12,73870,12311.67,43.6,110.0,40.13,True,At-Risk
INV002883,6,2024-01-18,2025-05-12,127978,21329.67,96.0,176.0,62.89,True,At-Risk
INV002886,7,2024-01-24,2024-10-16,111958,15994.0,44.33,137.0,49.89,True,At-Risk
INV002891,8,2024-01-04,2025-05-27,91856,11482.0,72.71,166.0,55.67,True,At-Risk
INV002893,9,2024-01-01,2025-02-04,67163,7462.56,50.0,148.0,57.92,True,At-Risk
INV002900,6,2024-05-20,2025-04-06,74395,12399.17,64.2,136.0,52.56,True,At-Risk
INV002903,6,2024-02-04,2025-04-27,34145,5690.83,89.6,176.0,49.87,True,At-Risk
INV002904,7,2024-06-25,2025-04-17,21362,3051.71,49.33,104.0,41.9,True,At-Risk
INV002905,6,2024-03-03,2025-03-03,41724,6954.0,73.0,221.0,84.34,True,At-Risk
INV002906,6,2024-06-23,2025-01-15,88578,14763.0,41.2,74.0,22.74,True,At-Risk
INV002909,7,2024-01-13,2025-05-21,78147,11163.86,82.33,263.0,93.23,True,At-Risk
INV002912,6,2024-01-22,2025-05-21,82487,13747.83,97.0,342.0,137.67,True,At-Risk
INV002913,7,2024-02-08,2025-04-25,83828,11975.43,73.67,168.0,60.51,True,At-Risk
INV002915,8,2024-03-02,2025-02-10,115638,14454.75,49.29,117.0,49.78,True,At-Risk
INV002921,7,2024-04-28,2025-03-14,150805,21543.57,53.33,121.0,46.89,True,At-Risk
INV002927,8,2024-08-01,2025-05-10,84741,10592.62,40.29,79.0,27.99,True,At-Risk
INV002935,7,2024-05-08,2025-02-20,50280,7182.86,48.0,72.0,23.76,True,At-Risk
INV002937,7,2024-02-15,2025-03-24,137371,19624.43,67.17,184.0,69.57,True,At-Risk
INV002939,7,2024-04-23,2025-04-21,52116,7445.14,60.5,127.0,47.8,True,At-Risk
INV002942,9,2024-01-14,2025-04-02,85118,9457.56,55.5,180.0,59.01,True,At-Risk
INV002945,8,2024-01-27,2025-04-26,119666,14958.25,65.0,139.0,37.22,True,At-Risk
INV002947,7,2024-01-05,2025-01-24,35512,5073.14,64.17,152.0,60.03,True,At-Risk
INV002950,8,2024-05-21,2025-04-07,52718,6589.75,45.86,119.0,36.5,True,At-Risk
INV002951,7,2024-03-03,2025-01-08,41135,5876.43,51.83,82.0,28.61,True,At-Risk
INV002961,7,2024-01-02,2025-05-24,116671,16667.29,84.67,231.0,90.37,True,At-Risk
INV002974,7,2024-05-13,2025-03-17,91467,13066.71,51.33,105.0,31.94,True,At-Risk
INV002984,6,2024-01-24,2025-04-23,49158,8193.0,91.0,200.0,69.13,True,At-Risk
INV002989,6,2024-02-15,2025-04-23,97001,16166.83,86.6,182.0,73.09,True,At-Risk
INV002994,7,2024-05-13,2025-04-27,109553,15650.43,58.17,142.0,54.09,True,At-Risk
INV003000,7,2024-03-13,2025-04-19,54577,7796.71,67.0,137.0,51.2,True,At-Risk
INV003003,9,2024-02-04,2025-05-15,43344,4816.0,58.25,100.0,29.13,True,At-Risk
INV003005,8,2024-02-28,2025-03-06,92598,11574.75,53.14,107.0,43.04,True,At-Risk
INV003007,9,2024-05-05,2025-05-26,50688,5632.0,48.25,162.0,52.01,True,At-Risk
INV003009,9,2024-06-16,2025-04-17,44642,4960.22,38.12,84.0,29.83,True,At-Risk
INV003011,7,2024-02-09,2025-02-28,49243,7034.71,64.17,154.0,53.74,True,At-Risk
INV003014,6,2024-04-09,2025-05-26,203009,33834.83,82.4,144.0,63.63,True,At-Risk
INV003015,7,2024-06-27,2025-05-21,114153,16307.57,54.67,91.0,34.55,True,At-Risk
INV003018,6,2024-03-13,2024-11-14,48461,8076.83,49.2,156.0,61.61,True,At-Risk
INV003022,6,2024-03-22,2025-03-05,108990,18165.0,69.6,123.0,42.51,True,At-Risk
INV003024,6,2024-09-24,2025-05-03,49549,8258.17,44.2,122.0,44.51,True,At-Risk
INV003025,8,2024-02-18,2024-10-22,71546,8943.25,35.29,65.0,20.22,True,At-Risk
INV003028,6,2024-01-02,2025-04-03,77674,12945.67,91.4,183.0,72.51,True,At-Risk
INV003034,6,2024-05-07,2025-05-09,92731,15455.17,73.4,118.0,41.19,True,At-Risk
INV003036,8,2024-04-16,2025-05-25,134774,16846.75,57.71,138.0,56.91,True,At-Risk
INV003037,7,2024-02-08,2025-05-30,42399,6057.0,79.5,300.0,109.48,True,At-Risk
INV003040,6,2024-01-06,2025-01-10,51162,8527.0,74.0,194.0,72.92,True,At-Risk
INV003043,7,2024-01-30,2025-04-17,78142,11163.14,73.83,131.0,45.71,True,At-Risk
INV003044,7,2024-02-24,2025-04-26,60913,8701.86,71.17,237.0,87.43,True,At-Risk
INV003045,6,2024-03-07,2024-09-04,32392,5398.67,36.2,71.0,25.91,True,At-Risk
INV003047,8,2024-01-20,2025-05-25,137083,17135.38,70.14,215.0,66.62,True,At-Risk
INV003054,7,2024-01-01,2025-04-17,76249,10892.71,78.67,209.0,98.39,True,At-Risk
INV003060,7,2024-01-06,2025-04-24,69534,9933.43,79.0,135.0,41.97,True,At-Risk
INV003063,7,2024-01-05,2024-12-17,27315,3902.14,57.83,112.0,35.76,True,At-Risk
INV003070,9,2024-01-06,2025-03-17,116790,12976.67,54.5,132.0,45.9,True,At-Risk
INV003074,6,2024-02-23,2025-03-03,78967,13161.17,74.8,123.0,44.99,True,At-Risk
INV003075,8,2024-01-05,2025-02-10,169132,21141.5,57.43,128.0,38.11,True,At-Risk
INV003078,7,2024-02-12,2025-04-02,55176,7882.29,69.17,126.0,47.51,True,At-Risk
INV003082,8,2024-03-16,2025-02-04,40228,5028.5,46.43,142.0,47.72,True,At-Risk
INV003083,6,2024-01-25,2024-12-22,38189,6364.83,66.4,169.0,59.75,True,At-Risk
INV003089,6,2024-01-23,2024-12-13,72760,12126.67,65.0,107.0,38.12,True,At-Risk
INV003091,9,2024-03-12,2025-04-23,35993,3999.22,50.88,199.0,65.36,True,At-Risk
